doi,publisher,journal,open_access,uob_is_corresponding,year
10.1111/appy.12473,Wiley,Asia-Pacific Psychiatry,closed,FALSE,2021
10.1111/appy.12482,Wiley,Asia-Pacific Psychiatry,green,TRUE,2021
10.1111/appy.12483,Wiley,Asia-Pacific Psychiatry,closed,TRUE,2021
10.1111/apt.17646,Wiley,Alimentary Pharmacology & Therapeutics,hybrid,FALSE,2023
10.1111/apt.18390,Wiley,Alimentary Pharmacology & Therapeutics,bronze,FALSE,2025
10.1111/arcm.12667,Wiley,Archaeometry,hybrid,TRUE,2021
10.1111/arcm.12842,Wiley,Archaeometry,hybrid,FALSE,2022
10.1111/bjdp.12350,Wiley,British Journal of Developmental Psychology,hybrid,TRUE,2021
10.1111/bjep.12520,Wiley,British Journal of Educational Psychology,green,TRUE,2022
10.1111/bjop.12700,Wiley,British Journal of Psychology,hybrid,FALSE,2024
10.1111/bjso.12628,Wiley,British Journal of Social Psychology,green,TRUE,2023
10.1111/cbdd.14639,Wiley,Chemical Biology & Drug Design,hybrid,TRUE,2024
10.1111/cch.70061,Wiley,Child Care Health and Development,closed,FALSE,2025
10.1111/cgf.14788,Wiley,Computer Graphics Forum,hybrid,FALSE,2023
10.1111/cob.12571,Wiley,Clinical Obesity,green,FALSE,2022
10.1111/corg.12453,Wiley,Corporate Governance An International Review,hybrid,TRUE,2022
10.1111/corg.12547,Wiley,Corporate Governance An International Review,hybrid,TRUE,2023
10.1111/cote.12675,Wiley,Coloration Technology,hybrid,FALSE,2023
10.1111/dme.15222,Wiley,Diabetic Medicine,hybrid,TRUE,2023
10.1111/ecin.13181,Wiley,Economic Inquiry,hybrid,FALSE,2023
10.1111/epi.17981,Wiley,Epilepsia,closed,TRUE,2024
10.1111/eufm.12490,Wiley,European Financial Management,green,FALSE,2024
10.1111/exd.14231,Wiley,Experimental Dermatology,closed,TRUE,2021
10.1111/exd.14393,Wiley,Experimental Dermatology,hybrid,TRUE,2021
10.1111/exd.14819,Wiley,Experimental Dermatology,closed,FALSE,2023
10.1111/exd.14955,Wiley,Experimental Dermatology,hybrid,FALSE,2023
10.1111/exd.15100,Wiley,Experimental Dermatology,hybrid,TRUE,2024
10.1111/exd.15182,Wiley,Experimental Dermatology,hybrid,TRUE,2024
10.1111/exd.70071,Wiley,Experimental Dermatology,hybrid,TRUE,2025
10.1111/exsy.12745,Wiley,Expert Systems,bronze,TRUE,2021
10.1111/gwao.12594,Wiley,Gender Work and Organization,closed,FALSE,2021
10.1111/gwao.12695,Wiley,Gender Work and Organization,green,FALSE,2021
10.1111/gwao.12968,Wiley,Gender Work and Organization,hybrid,FALSE,2023
10.1111/hequ.12379,Wiley,Higher Education Quarterly,hybrid,TRUE,2022
10.1111/hex.13257,Wiley,Health Expectations,gold,TRUE,2021
10.1111/hex.13332,Wiley,Health Expectations,gold,TRUE,2021
10.1111/hex.13504,Wiley,Health Expectations,gold,TRUE,2022
10.1111/hex.13527,Wiley,Health Expectations,gold,TRUE,2022
10.1111/hex.13570,Wiley,Health Expectations,gold,TRUE,2022
10.1111/hex.13659,Wiley,Health Expectations,gold,FALSE,2023
10.1111/hex.13669,Wiley,Health Expectations,gold,TRUE,2022
10.1111/hex.13696,Wiley,Health Expectations,gold,TRUE,2023
10.1111/hex.13729,Wiley,Health Expectations,gold,FALSE,2023
10.1111/hex.13784,Wiley,Health Expectations,gold,FALSE,2023
10.1111/hex.13952,Wiley,Health Expectations,gold,TRUE,2024
10.1111/hex.14132,Wiley,Health Expectations,gold,FALSE,2024
10.1111/hex.70161,Wiley,Health Expectations,gold,TRUE,2025
10.1111/hex.70244,Wiley,Health Expectations,gold,TRUE,2025
10.1111/hsc.13383,Hindawi,Health & Social Care in the Community,gold,TRUE,2021
10.1111/hsc.13450,Hindawi,Health & Social Care in the Community,gold,FALSE,2021
10.1111/hsc.13575,Hindawi,Health & Social Care in the Community,gold,TRUE,2021
10.1111/hsc.13579,Hindawi,Health & Social Care in the Community,gold,TRUE,2021
10.1111/hsc.13737,Hindawi,Health & Social Care in the Community,gold,TRUE,2022
10.1111/hsc.13863,Hindawi,Health & Social Care in the Community,gold,FALSE,2022
10.1111/ijau.12224,Wiley,International Journal of Auditing,closed,FALSE,2021
10.1111/ijcs.13015,Wiley,International Journal of Consumer Studies,hybrid,TRUE,2024
10.1111/ijmr.12387,Wiley,International Journal of Management Reviews,hybrid,FALSE,2024
10.1111/ijun.12307,Wiley,International Journal of Urological Nursing,green,TRUE,2021
10.1111/inm.12936,Wiley,International Journal of Mental Health Nursing,green,TRUE,2021
10.1111/inm.13480,Wiley,International Journal of Mental Health Nursing,hybrid,FALSE,2025
10.1111/jan.15628,Wiley,Journal of Advanced Nursing,hybrid,TRUE,2023
10.1111/jan.16195,Wiley,Journal of Advanced Nursing,hybrid,FALSE,2024
10.1111/jcmm.17486,Wiley,Journal of Cellular and Molecular Medicine,gold,FALSE,2022
10.1111/jcmm.17639,Wiley,Journal of Cellular and Molecular Medicine,gold,TRUE,2022
10.1111/jcpt.13735,Hindawi,Journal of Clinical Pharmacy and Therapeutics,gold,FALSE,2022
10.1111/jdv.19840,Wiley,Journal of the European Academy of Dermatology and Venereology,closed,FALSE,2024
10.1111/jep.13678,Wiley,Journal of Evaluation in Clinical Practice,hybrid,FALSE,2022
10.1111/jep.14001,Wiley,Journal of Evaluation in Clinical Practice,green,FALSE,2024
10.1111/jfir.12317,Wiley,The Journal of Financial Research,closed,FALSE,2023
10.1111/jfr3.12812,Wiley,Journal of Flood Risk Management,gold,FALSE,2022
10.1111/jfr3.12915,Wiley,Journal of Flood Risk Management,gold,TRUE,2023
10.1111/jftr.12509,Wiley,Journal of Family Theory & Review,hybrid,FALSE,2023
10.1111/jiec.13564,Wiley,Journal of Industrial Ecology,hybrid,FALSE,2024
10.1111/jlca.12534,Wiley,The Journal of Latin American and Caribbean Anthropology,closed,FALSE,2021
10.1111/jlca.12573,Wiley,The Journal of Latin American and Caribbean Anthropology,closed,TRUE,2021
10.1111/jnu.12866,Wiley,Journal of Nursing Scholarship,hybrid,TRUE,2022
10.1111/jocn.15798,Wiley,Journal of Clinical Nursing,green,FALSE,2021
10.1111/jocn.16405,Wiley,Journal of Clinical Nursing,green,FALSE,2022
10.1111/jocn.17006,Wiley,Journal of Clinical Nursing,hybrid,TRUE,2024
10.1111/jpm.13028,Wiley,Journal of Psychiatric and Mental Health Nursing,hybrid,FALSE,2024
10.1111/jpm.13113,Wiley,Journal of Psychiatric and Mental Health Nursing,hybrid,TRUE,2024
10.1111/jtsb.12342,Wiley,Journal for the Theory of Social Behaviour,hybrid,TRUE,2022
10.1111/maq.12699,Wiley,Medical Anthropology Quarterly,closed,FALSE,2022
10.1111/mice.13349,Wiley,Computer-Aided Civil and Infrastructure Engineering,hybrid,FALSE,2025
10.1111/ntwe.12193,Wiley,New Technology Work and Employment,closed,TRUE,2021
10.1111/ntwe.12242,Wiley,New Technology Work and Employment,closed,TRUE,2022
10.1111/opn.12394,Wiley,International Journal of Older People Nursing,green,FALSE,2021
10.1111/opn.12594,Wiley,International Journal of Older People Nursing,hybrid,FALSE,2023
10.1111/opo.12756,Wiley,Ophthalmic & Physiological Optics,closed,TRUE,2021
10.1111/opo.12867,Wiley,Ophthalmic & Physiological Optics,green,TRUE,2021
10.1111/opo.12899,Wiley,Ophthalmic & Physiological Optics,green,FALSE,2021
10.1111/opo.12916,Wiley,Ophthalmic & Physiological Optics,green,TRUE,2021
10.1111/opo.12947,Wiley,Ophthalmic & Physiological Optics,hybrid,TRUE,2022
10.1111/opo.12949,Wiley,Ophthalmic & Physiological Optics,hybrid,TRUE,2022
10.1111/opo.12953,Wiley,Ophthalmic & Physiological Optics,closed,TRUE,2022
10.1111/opo.12957,Wiley,Ophthalmic & Physiological Optics,hybrid,TRUE,2022
10.1111/opo.12961,Wiley,Ophthalmic & Physiological Optics,hybrid,TRUE,2022
10.1111/opo.13069,Wiley,Ophthalmic & Physiological Optics,hybrid,TRUE,2022
10.1111/opo.13143,Wiley,Ophthalmic & Physiological Optics,green,FALSE,2023
10.1111/opo.13172,Wiley,Ophthalmic & Physiological Optics,hybrid,TRUE,2023
10.1111/opo.13234,Wiley,Ophthalmic & Physiological Optics,hybrid,TRUE,2023
10.1111/opo.13381,Wiley,Ophthalmic & Physiological Optics,hybrid,TRUE,2024
10.1111/opo.13396,Wiley,Ophthalmic & Physiological Optics,hybrid,TRUE,2024
10.1111/opo.13455,Wiley,Ophthalmic & Physiological Optics,hybrid,FALSE,2025
10.1111/pcmr.13076,Wiley,Pigment Cell & Melanoma Research,green,FALSE,2022
10.1111/pech.12601,Wiley,Peace &amp Change,bronze,TRUE,2023
10.1111/puar.13447,Wiley,Public Administration Review,hybrid,FALSE,2021
10.1111/sjpe.12370,Wiley,Scottish Journal of Political Economy,hybrid,FALSE,2023
10.1111/spc3.12728,Wiley,Social and Personality Psychology Compass,hybrid,TRUE,2023
10.1111/tct.13665,Wiley,The Clinical Teacher,hybrid,FALSE,2023
10.1111/tct.13666,Wiley,The Clinical Teacher,hybrid,FALSE,2023
10.1111/tct.13686,Wiley,The Clinical Teacher,hybrid,FALSE,2023
10.1111/tct.13718,Wiley,The Clinical Teacher,hybrid,FALSE,2023
10.1111/twec.13542,Wiley,World Economy,closed,TRUE,2023
10.11124/jbies-23-00263,Wolters Kluwer,JBI Evidence Synthesis,bronze,TRUE,2023
10.11124/jbies-23-00264,Wolters Kluwer,JBI Evidence Synthesis,bronze,TRUE,2023
10.11141/ia.65.7,Council for British Archaeology,Internet Archaeology,gold,FALSE,2024
10.11141/ia.70.5,Council for British Archaeology,Internet Archaeology,gold,FALSE,2025
10.1115/1.4055111,ASME International,Journal of Pressure Vessel Technology,closed,FALSE,2022
10.1124/dmd.121.000642,Elsevier,Drug Metabolism and Disposition,bronze,TRUE,2021
10.1126/sciadv.abg5791,American Association for the Advancement of Science (AAAS),Science Advances,gold,FALSE,2021
10.1126/sciadv.abn7412,American Association for the Advancement of Science (AAAS),Science Advances,gold,FALSE,2022
10.1126/sciadv.abo7605,American Association for the Advancement of Science (AAAS),Science Advances,gold,FALSE,2023
10.1126/science.abm4247,American Association for the Advancement of Science (AAAS),Science,green,FALSE,2022
10.1126/science.abn6132,American Association for the Advancement of Science (AAAS),Science,closed,FALSE,2022
10.1126/science.abq0755,American Association for the Advancement of Science (AAAS),Science,green,FALSE,2022
10.1126/science.abq0762,American Association for the Advancement of Science (AAAS),Science,green,FALSE,2022
10.1128/iai.00258-21,American Society for Microbiology,Infection and Immunity,green,FALSE,2021
10.1128/jcm.00646-21,American Society for Microbiology,Journal of Clinical Microbiology,hybrid,FALSE,2021
10.1128/mra.00448-22,American Society for Microbiology,Microbiology Resource Announcements,gold,FALSE,2022
10.1128/mra.00646-22,American Society for Microbiology,Microbiology Resource Announcements,gold,FALSE,2022
10.1128/mra.01225-23,American Society for Microbiology,Microbiology Resource Announcements,gold,FALSE,2024
10.1136/archdischild-2023-325590,BMJ,Archives of Disease in Childhood,hybrid,FALSE,2023
10.1136/bjsports-2023-107823,BMJ,British Journal of Sports Medicine,green,FALSE,2024
10.1136/bmj-2021-066991,BMJ,The BMJ,hybrid,FALSE,2021
10.1136/bmj-2023-077764,BMJ,The BMJ,hybrid,FALSE,2024
10.1136/bmj.n194,BMJ,The BMJ,closed,FALSE,2021
10.1136/bmjhci-2022-100653,BMJ,BMJ Health & Care Informatics,gold,FALSE,2023
10.1136/bmjmed-2023-000521,BMJ,BMJ Medicine,gold,FALSE,2023
10.1136/bmjnph-2021-000266,BMJ,BMJ Nutrition Prevention & Health,gold,FALSE,2021
10.1136/bmjopen-2020-039939,BMJ,BMJ Open,gold,TRUE,2021
10.1136/bmjopen-2020-043364,BMJ,BMJ Open,gold,FALSE,2021
10.1136/bmjopen-2020-043478,BMJ,BMJ Open,gold,FALSE,2021
10.1136/bmjopen-2020-043721,BMJ,BMJ Open,gold,TRUE,2021
10.1136/bmjopen-2020-045889,BMJ,BMJ Open,gold,FALSE,2021
10.1136/bmjopen-2020-047748,BMJ,BMJ Open,gold,FALSE,2022
10.1136/bmjopen-2020-048524,BMJ,BMJ Open,gold,FALSE,2021
10.1136/bmjopen-2021-049416,BMJ,BMJ Open,gold,FALSE,2022
10.1136/bmjopen-2021-049765,BMJ,BMJ Open,gold,TRUE,2021
10.1136/bmjopen-2021-050043,BMJ,BMJ Open,gold,FALSE,2021
10.1136/bmjopen-2021-050274,BMJ,BMJ Open,gold,TRUE,2022
10.1136/bmjopen-2021-051255,BMJ,BMJ Open,gold,FALSE,2021
10.1136/bmjopen-2021-052537,BMJ,BMJ Open,gold,FALSE,2022
10.1136/bmjopen-2021-053886,BMJ,BMJ Open,gold,FALSE,2021
10.1136/bmjopen-2021-053945,BMJ,BMJ Open,gold,FALSE,2022
10.1136/bmjopen-2021-054090,BMJ,BMJ Open,gold,FALSE,2022
10.1136/bmjopen-2021-054274,BMJ,BMJ Open,gold,FALSE,2022
10.1136/bmjopen-2021-054279,BMJ,BMJ Open,gold,TRUE,2022
10.1136/bmjopen-2021-059202,BMJ,BMJ Open,gold,FALSE,2022
10.1136/bmjopen-2021-059665,BMJ,BMJ Open,gold,FALSE,2022
10.1136/bmjopen-2021-059837,BMJ,BMJ Open,gold,FALSE,2022
10.1136/bmjopen-2022-060896,BMJ,BMJ Open,gold,TRUE,2022
10.1136/bmjopen-2022-060992,BMJ,BMJ Open,gold,FALSE,2022
10.1136/bmjopen-2022-061027,BMJ,BMJ Open,gold,FALSE,2022
10.1136/bmjopen-2022-061298,BMJ,BMJ Open,gold,FALSE,2023
10.1136/bmjopen-2022-061823,BMJ,BMJ Open,gold,FALSE,2022
10.1136/bmjopen-2022-062106,BMJ,BMJ Open,gold,FALSE,2022
10.1136/bmjopen-2022-066166,BMJ,BMJ Open,gold,FALSE,2022
10.1136/bmjopen-2022-069334,BMJ,BMJ Open,gold,TRUE,2023
10.1136/bmjopen-2022-069575,BMJ,BMJ Open,gold,TRUE,2023
10.1136/bmjopen-2022-070329,BMJ,BMJ Open,gold,TRUE,2023
10.1136/bmjopen-2023-073162,BMJ,BMJ Open,gold,FALSE,2023
10.1136/bmjopen-2023-074252,BMJ,BMJ Open,gold,TRUE,2024
10.1136/bmjopen-2023-077427,BMJ,BMJ Open,gold,FALSE,2023
10.1136/bmjopen-2023-079153,BMJ,BMJ Open,gold,FALSE,2024
10.1136/bmjopen-2023-081151,BMJ,BMJ Open,gold,TRUE,2024
10.1136/bmjopen-2023-082825,BMJ,BMJ Open,gold,FALSE,2024
10.1136/bmjopen-2024-084075,BMJ,BMJ Open,gold,FALSE,2024
10.1136/bmjopen-2024-084632,BMJ,BMJ Open,gold,TRUE,2024
10.1136/bmjopen-2024-085233,BMJ,BMJ Open,gold,FALSE,2024
10.1136/bmjopen-2024-088845,BMJ,BMJ Open,gold,FALSE,2024
10.1136/bmjophth-2021-000762,BMJ,BMJ Open Ophthalmology,gold,FALSE,2021
10.1136/bmjophth-2023-001527,BMJ,BMJ Open Ophthalmology,gold,TRUE,2024
10.1136/bmjophth-2024-002059,BMJ,BMJ Open Ophthalmology,gold,TRUE,2025
10.1136/bmjoq-2021-001417,BMJ,BMJ Open Quality,gold,FALSE,2022
10.1136/bmjqs-2023-016481,BMJ,BMJ Quality & Safety,closed,TRUE,2023
10.1136/bmjqs-2024-017502,BMJ,BMJ Quality & Safety,hybrid,TRUE,2024
10.1136/ebnurs-2022-103595,BMJ,Evidence-Based Nursing,closed,TRUE,2022
10.1136/ebnurs-2023-103784,BMJ,Evidence-Based Nursing,closed,TRUE,2023
10.1136/ebnurs-2023-103889,BMJ,Evidence-Based Nursing,closed,TRUE,2023
10.1136/ebnurs-2024-103968,BMJ,Evidence-Based Nursing,hybrid,TRUE,2024
10.1136/ebnurs-2024-104012,BMJ,Evidence-Based Nursing,closed,TRUE,2024
10.1136/ebnurs-2024-104120,BMJ,Evidence-Based Nursing,closed,TRUE,2024
10.1136/ebnurs-2024-104127,BMJ,Evidence-Based Nursing,closed,TRUE,2024
10.1136/ebnurs-2024-104161,BMJ,Evidence-Based Nursing,closed,FALSE,2024
10.1136/ebnurs-2024-104178,BMJ,Evidence-Based Nursing,closed,TRUE,2024
10.1136/ebnurs-2024-104182,BMJ,Evidence-Based Nursing,closed,TRUE,2024
10.1136/ebnurs-2024-104233,BMJ,Evidence-Based Nursing,closed,TRUE,2025
10.1136/ebnurs-2024-104255,BMJ,Evidence-Based Nursing,closed,TRUE,2025
10.1136/ebnurs-2025-104297,BMJ,Evidence-Based Nursing,closed,TRUE,2025
10.1136/emermed-2021-211229,BMJ,Emergency Medicine Journal,hybrid,FALSE,2021
10.1136/emermed-2021-212058,BMJ,Emergency Medicine Journal,bronze,FALSE,2023
10.1136/emermed-2021-999.6,BMJ,Emergency Medicine Journal,closed,FALSE,2021
10.1136/emermed-2023-213256,BMJ,Emergency Medicine Journal,hybrid,TRUE,2024
10.1136/jclinpath-2020-206871,BMJ,Journal of Clinical Pathology,green,FALSE,2022
10.1136/jclinpath-2021-207961,BMJ,Journal of Clinical Pathology,hybrid,FALSE,2022
10.1136/jcp-2022-208614,BMJ,Journal of Clinical Pathology,hybrid,FALSE,2023
10.1136/jech-2023-220849,British Medical Assn.,Journal of Epidemiology & Community Health,closed,FALSE,2023
10.1136/oemed-2023-109391,BMJ,Occupational and Environmental Medicine,green,FALSE,2024
10.1139/cjps-2021-0145,Agricultural Institute of Canada,Canadian Journal of Plant Science,closed,FALSE,2022
10.1140/epjp/s13360-024-05184-1,SpringerNature,The European Physical Journal Plus,hybrid,TRUE,2024
10.1142/s0129065724020027,World Scientific,International Journal of Neural Systems,closed,FALSE,2024
10.1142/s021987622250027x,World Scientific,International Journal of Computational Methods,closed,FALSE,2022
10.1142/s1363919621500237,World Scientific,International Journal of Innovation Management,closed,TRUE,2021
10.1144/sp525,Geological Society of London,Geological Society London Special Publications,closed,FALSE,2024
10.1144/sp525-2023-117,Geological Society of London,Geological Society London Special Publications,hybrid,FALSE,2024
10.1145/3424282,Association for Computing Machinery (ACM),ACM Transactions on Management Information Systems,closed,FALSE,2021
10.1145/3502854,Association for Computing Machinery (ACM),ACM Transactions on Asian and Low-Resource Language Information Processing,closed,FALSE,2023
10.1145/3624556,Association for Computing Machinery (ACM),Digital Government Research and Practice,bronze,FALSE,2023
10.1145/3639052,Association for Computing Machinery (ACM),ACM Transactions on Applied Perception,hybrid,FALSE,2024
10.1152/ajpregu.00224.2024,American Physiological Society,AJP Regulatory Integrative and Comparative Physiology,closed,FALSE,2024
10.1152/japplphysiol.00428.2023,American Physiological Society,Journal of Applied Physiology,closed,FALSE,2023
10.1155/2021/1296849,Hindawi,Mobile Information Systems,gold,FALSE,2021
10.1155/2021/3110416,Wiley,Computational Intelligence and Neuroscience,gold,FALSE,2021
10.1155/2021/6362660,Hindawi,Mathematical Problems in Engineering,gold,FALSE,2021
10.1155/2022/4658082,Hindawi,Wireless Communications and Mobile Computing,gold,FALSE,2022
10.1155/2023/1577251,Hindawi,Health & Social Care in the Community,gold,TRUE,2023
10.1155/2023/4574072,Hindawi,Health & Social Care in the Community,gold,FALSE,2023
10.1155/2024/8732644,Hindawi,Health & Social Care in the Community,hybrid,FALSE,2024
